,Company,Job type,State,date Posted,Part time/full time,Min salary,Max salary,Avg_salary,Posting_age_days,job_description
588,Not mentioned,BPO/ Telecaller,Kerala,2024-03-16 00:00:00,Full Time,18000,28000,23000,407,"BPO/ Telecaller role in Kerala.
Average salary: $23,000."
589,Not mentioned,BPO/ Telecaller,Kerala,2024-03-16 00:00:00,Full Time,18000,28000,23000,407,"BPO/ Telecaller role in Kerala.
Average salary: $23,000."
590,Not mentioned,BPO/ Telecaller,Kerala,2024-03-16 00:00:00,Full Time,9000,18000,13500,407,"BPO/ Telecaller role in Kerala.
Average salary: $13,500."
591,Not mentioned,BPO/ Telecaller,Kerala,2024-03-16 00:00:00,Full Time,18000,28000,23000,407,"BPO/ Telecaller role in Kerala.
Average salary: $23,000."
592,Not mentioned,BPO/ Telecaller,Kerala,2024-03-16 00:00:00,Full Time,18000,25000,21500,407,"BPO/ Telecaller role in Kerala.
Average salary: $21,500."
593,Not mentioned,BPO/ Telecaller,Kerala,2024-03-16 00:00:00,Full Time,18000,28000,23000,407,"BPO/ Telecaller role in Kerala.
Average salary: $23,000."
594,Not mentioned,Caretaker/Nanny,Kerala,2024-03-16 00:00:00,Full Time,11873,12623,12248,407,"Caretaker/Nanny role in Kerala.
Average salary: $12,248."
595,Not mentioned,Carpenter,Gujarat,2024-03-16 00:00:00,Full Time,20000,25000,22500,407,"Carpenter role in Gujarat.
Average salary: $22,500."
596,Shivansh Outsourcing,Cleaner/Washer,Gujarat,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"Cleaner/Washer role in Gujarat.
Average salary: $12,500."
597,Not mentioned,Cleaner/Washer,Gujarat,2024-03-16 00:00:00,Full Time,10000,11000,10500,407,"Cleaner/Washer role in Gujarat.
Average salary: $10,500."
598,Not mentioned,Construction/Laborer,Gujarat,2024-03-16 00:00:00,Full Time,15000,20000,17500,407,"Construction/Laborer role in Gujarat.
Average salary: $17,500."
599,Roastea,Cook/Chef,Gujarat,2024-03-16 00:00:00,Full Time,14000,18000,16000,407,"Cook/Chef role in Gujarat.
Average salary: $16,000."
600,Not mentioned,Cook/Chef,Gujarat,2024-03-16 00:00:00,Full Time,12000,15000,13500,407,"Cook/Chef role in Gujarat.
Average salary: $13,500."
601,veronixcs,Cook/Chef,Gujarat,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"Cook/Chef role in Gujarat.
Average salary: $12,500."
602,Zepto Cafe,Cook/Chef,Gujarat,2024-03-16 00:00:00,Full Time,13000,15000,14000,407,"Cook/Chef role in Gujarat.
Average salary: $14,000."
603,GHATHIYA RATH,Cook/Chef,Gujarat,2024-03-16 00:00:00,Full Time,18000,21000,19500,407,"Cook/Chef role in Gujarat.
Average salary: $19,500."
604,Not mentioned,Cook/Chef,Gujarat,2024-03-16 00:00:00,Full Time,14000,15000,14500,407,"Cook/Chef role in Gujarat.
Average salary: $14,500."
605,Not mentioned,Cook/Chef,Gujarat,2024-03-16 00:00:00,Full Time,18000,25000,21500,407,"Cook/Chef role in Gujarat.
Average salary: $21,500."
606,Not mentioned,Cook/Chef,Gujarat,2024-03-16 00:00:00,Full Time,20000,22000,21000,407,"Cook/Chef role in Gujarat.
Average salary: $21,000."
607,Not mentioned,Cook/Chef,Gujarat,2024-03-16 00:00:00,Full Time,10000,16000,13000,407,"Cook/Chef role in Gujarat.
Average salary: $13,000."
608,Not mentioned,Driver,Gujarat,2024-03-16 00:00:00,Full Time,15000,20000,17500,407,"Driver role in Gujarat.
Average salary: $17,500."
609,Not mentioned,Driver,Gujarat,2024-03-16 00:00:00,Full Time,15000,18000,16500,407,"Driver role in Gujarat.
Average salary: $16,500."
610,Not mentioned,Driver,Gujarat,2024-03-16 00:00:00,Full Time,11000,14000,12500,407,"Driver role in Gujarat.
Average salary: $12,500."
611,Not mentioned,Driver,Gujarat,2024-03-16 00:00:00,Full Time,14000,15000,14500,407,"Driver role in Gujarat.
Average salary: $14,500."
612,Not mentioned,Driver,Gujarat,2024-03-16 00:00:00,Full Time,15000,19000,17000,407,"Driver role in Gujarat.
Average salary: $17,000."
613,Supplyfinity,Carpenter,Karnataka,2024-03-16 00:00:00,Full Time,18000,35000,26500,407,"Carpenter role in Karnataka.
Average salary: $26,500."
614,Furniture Manufacturing Company,Carpenter,Karnataka,2024-03-16 00:00:00,Full Time,18000,30000,24000,407,"Carpenter role in Karnataka.
Average salary: $24,000."
615,Ashirwad Technocrats,Carpenter,Karnataka,2024-03-16 00:00:00,Full Time,18000,20000,19000,407,"Carpenter role in Karnataka.
Average salary: $19,000."
616,Eastern Silk Industry Ltd,Carpenter,Karnataka,2024-03-16 00:00:00,Full Time,20000,21000,20500,407,"Carpenter role in Karnataka.
Average salary: $20,500."
617,TATA,Carpenter,Karnataka,2024-03-16 00:00:00,Full Time,15000,18000,16500,407,"Carpenter role in Karnataka.
Average salary: $16,500."
618,LUMI | Lighting Design Studio,Carpenter,Karnataka,2024-03-16 00:00:00,Full Time,10000,20000,15000,407,"Carpenter role in Karnataka.
Average salary: $15,000."
619,Prointern,Carpenter,Karnataka,2024-03-16 00:00:00,Full Time,15000,20000,17500,407,"Carpenter role in Karnataka.
Average salary: $17,500."
620,HR Hangers,Carpenter,Karnataka,2024-03-16 00:00:00,Full Time,30000,35000,32500,407,"Carpenter role in Karnataka.
Average salary: $32,500."
621,Not mentioned,Carpenter,Karnataka,2024-03-16 00:00:00,Full Time,35000,36000,35500,407,"Carpenter role in Karnataka.
Average salary: $35,500."
622,nishi pg for ladies,Cleaner/Washer,Karnataka,2024-03-16 00:00:00,Full Time,12000,13000,12500,407,"Cleaner/Washer role in Karnataka.
Average salary: $12,500."
623,Not mentioned,Cleaner/Washer,Karnataka,2024-03-16 00:00:00,Full Time,8000,15000,11500,407,"Cleaner/Washer role in Karnataka.
Average salary: $11,500."
624,Not mentioned,Cleaner/Washer,Karnataka,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"Cleaner/Washer role in Karnataka.
Average salary: $12,500."
625,Not mentioned,Cleaner/Washer,Karnataka,2024-03-16 00:00:00,Full Time,12000,35000,23500,407,"Cleaner/Washer role in Karnataka.
Average salary: $23,500."
626,Not mentioned,Cleaner/Washer,Karnataka,2024-03-16 00:00:00,Full Time,10000,12000,11000,407,"Cleaner/Washer role in Karnataka.
Average salary: $11,000."
627,Freelancer,Cleaner/Washer,Karnataka,2024-03-16 00:00:00,Full Time,35000,48000,41500,407,"Cleaner/Washer role in Karnataka.
Average salary: $41,500."
628,PITCS,Cleaner/Washer,Karnataka,2024-03-16 00:00:00,Full Time,12000,17000,14500,407,"Cleaner/Washer role in Karnataka.
Average salary: $14,500."
629,Not mentioned,Cleaner/Washer,Karnataka,2024-03-16 00:00:00,Full Time,20000,23000,21500,407,"Cleaner/Washer role in Karnataka.
Average salary: $21,500."
630,Robo Car Care,Cleaner/Washer,Karnataka,2024-03-16 00:00:00,Full Time,12000,16000,14000,407,"Cleaner/Washer role in Karnataka.
Average salary: $14,000."
631,Appstec,Construction/Laborer,Karnataka,2024-03-16 00:00:00,Full Time,18000,25000,21500,407,"Construction/Laborer role in Karnataka.
Average salary: $21,500."
632,Not mentioned,Construction/Laborer,Karnataka,2024-03-16 00:00:00,Full Time,12000,15000,13500,407,"Construction/Laborer role in Karnataka.
Average salary: $13,500."
633,Not mentioned,Construction/Laborer,Karnataka,2024-03-16 00:00:00,Full Time,25000,30000,27500,407,"Construction/Laborer role in Karnataka.
Average salary: $27,500."
634,SV GROUPS,Construction/Laborer,Karnataka,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"Construction/Laborer role in Karnataka.
Average salary: $12,500."
635,GG MAN POWER SOLUTIONS,Cook/Chef,Karnataka,2024-03-16 00:00:00,Full Time,20000,25000,22500,407,"Cook/Chef role in Karnataka.
Average salary: $22,500."
636,Not mentioned,Cook/Chef,Karnataka,2024-03-16 00:00:00,Full Time,25000,46000,35500,407,"Cook/Chef role in Karnataka.
Average salary: $35,500."
637,THE SASHTI CAFE,Cook/Chef,Karnataka,2024-03-16 00:00:00,Full Time,5000,18000,11500,407,"Cook/Chef role in Karnataka.
Average salary: $11,500."
638,Not mentioned,Cook/Chef,Karnataka,2024-03-16 00:00:00,Full Time,15000,22000,18500,407,"Cook/Chef role in Karnataka.
Average salary: $18,500."
639,Not mentioned,Cook/Chef,Karnataka,2024-03-16 00:00:00,Full Time,15000,20000,17500,407,"Cook/Chef role in Karnataka.
Average salary: $17,500."
640,Not mentioned,Cook/Chef,Karnataka,2024-03-16 00:00:00,Full Time,15000,20000,17500,407,"Cook/Chef role in Karnataka.
Average salary: $17,500."
641,Not mentioned,Cook/Chef,Karnataka,2024-03-16 00:00:00,Full Time,6000,10000,8000,407,"Cook/Chef role in Karnataka.
Average salary: $8,000."
642,THE SASHTI CAFE,Cook/Chef,Karnataka,2024-03-16 00:00:00,Full Time,10000,12000,11000,407,"Cook/Chef role in Karnataka.
Average salary: $11,000."
643,Not mentioned,Cook/Chef,Karnataka,2024-03-16 00:00:00,Full Time,4500,5000,4750,407,"Cook/Chef role in Karnataka.
Average salary: $4,750."
644,Radisson Blu Bengaluru Outer Ring Road (5* Hotel),Driver,Karnataka,2024-03-16 00:00:00,Full Time,18000,24000,21000,407,"Driver role in Karnataka.
Average salary: $21,000."
645,private,Driver,Karnataka,2024-03-16 00:00:00,Full Time,15000,20000,17500,407,"Driver role in Karnataka.
Average salary: $17,500."
646,BLU-SMART FLEET PRIVATE LIMITED,Driver,Karnataka,2024-03-16 00:00:00,Full Time,25000,30000,27500,407,"Driver role in Karnataka.
Average salary: $27,500."
647,Everest Fleet Pvt.Ltd,Driver,Karnataka,2024-03-16 00:00:00,Full Time,35000,40000,37500,407,"Driver role in Karnataka.
Average salary: $37,500."
648,BLU-SMART FLEET PRIVATE LIMITED,Driver,Karnataka,2024-03-16 00:00:00,Full Time,25000,30000,27500,407,"Driver role in Karnataka.
Average salary: $27,500."
649,BLU-SMART FLEET PRIVATE LIMITED,Driver,Karnataka,2024-03-16 00:00:00,Full Time,25000,30000,27500,407,"Driver role in Karnataka.
Average salary: $27,500."
650,Not mentioned,Carpenter,Union Territory,2024-03-16 00:00:00,Full Time,18000,25000,21500,407,"Carpenter role in Union Territory.
Average salary: $21,500."
651,Not mentioned,Cleaner/Washer,Union Territory,2024-03-16 00:00:00,Full Time,26784,27534,27159,407,"Cleaner/Washer role in Union Territory.
Average salary: $27,159."
652,Not mentioned,Construction/Laborer,Union Territory,2024-03-16 00:00:00,Full Time,27858,28608,28233,407,"Construction/Laborer role in Union Territory.
Average salary: $28,233."
653,Not mentioned,Cook/Chef,Union Territory,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"Cook/Chef role in Union Territory.
Average salary: $12,500."
654,Not mentioned,Cook/Chef,Union Territory,2024-03-16 00:00:00,Full Time,10000,13000,11500,407,"Cook/Chef role in Union Territory.
Average salary: $11,500."
655,Not mentioned,Cook/Chef,Union Territory,2024-03-16 00:00:00,Full Time,20000,21000,20500,407,"Cook/Chef role in Union Territory.
Average salary: $20,500."
656,Not mentioned,Cook/Chef,Union Territory,2024-03-16 00:00:00,Full Time,10000,12000,11000,407,"Cook/Chef role in Union Territory.
Average salary: $11,000."
657,Not mentioned,Cook/Chef,Union Territory,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"Cook/Chef role in Union Territory.
Average salary: $12,500."
658,Not mentioned,Cook/Chef,Union Territory,2024-03-16 00:00:00,Full Time,10000,30000,20000,407,"Cook/Chef role in Union Territory.
Average salary: $20,000."
659,Not mentioned,Cook/Chef,Union Territory,2024-03-16 00:00:00,Full Time,13000,14000,13500,407,"Cook/Chef role in Union Territory.
Average salary: $13,500."
660,Valley Of Flavours,Cook/Chef,Union Territory,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"Cook/Chef role in Union Territory.
Average salary: $12,500."
661,Not mentioned,Cook/Chef,Union Territory,2024-03-16 00:00:00,Full Time,5000,8000,6500,407,"Cook/Chef role in Union Territory.
Average salary: $6,500."
662,Not mentioned,Driver,Union Territory,2024-03-16 00:00:00,Full Time,18000,26000,22000,407,"Driver role in Union Territory.
Average salary: $22,000."
663,Personal Uses,Driver,Union Territory,2024-03-16 00:00:00,Full Time,16000,17000,16500,407,"Driver role in Union Territory.
Average salary: $16,500."
664,International Recruiters,Driver,Union Territory,2024-03-16 00:00:00,Full Time,99999,99999,99999,407,"Driver role in Union Territory.
Average salary: $99,999."
665,Not mentioned,Driver,Union Territory,2024-03-16 00:00:00,Full Time,18000,24000,21000,407,"Driver role in Union Territory.
Average salary: $21,000."
666,DR SHARE AND STOCK BROKERS PRIVATE LIMITED,Driver,Union Territory,2024-03-16 00:00:00,Full Time,14000,15000,14500,407,"Driver role in Union Territory.
Average salary: $14,500."
667,Not mentioned,Driver,Union Territory,2024-03-16 00:00:00,Full Time,24000,25000,24500,407,"Driver role in Union Territory.
Average salary: $24,500."
668,Not mentioned,Carpenter,Tamil Nadu,2024-03-16 00:00:00,Full Time,35000,42000,38500,407,"Carpenter role in Tamil Nadu.
Average salary: $38,500."
669,PD Technology Service,Carpenter,Tamil Nadu,2024-03-16 00:00:00,Full Time,13000,15000,14000,407,"Carpenter role in Tamil Nadu.
Average salary: $14,000."
670,Profins Insurance,Carpenter,Tamil Nadu,2024-03-16 00:00:00,Full Time,12000,15000,13500,407,"Carpenter role in Tamil Nadu.
Average salary: $13,500."
671,Not mentioned,Carpenter,Tamil Nadu,2024-03-16 00:00:00,Full Time,12000,17000,14500,407,"Carpenter role in Tamil Nadu.
Average salary: $14,500."
672,Not mentioned,Carpenter,Tamil Nadu,2024-03-16 00:00:00,Full Time,18000,45000,31500,407,"Carpenter role in Tamil Nadu.
Average salary: $31,500."
673,Not mentioned,Carpenter,Tamil Nadu,2024-03-16 00:00:00,Full Time,18000,38000,28000,407,"Carpenter role in Tamil Nadu.
Average salary: $28,000."
674,Sri Bright In Modulars,Carpenter,Tamil Nadu,2024-03-16 00:00:00,Full Time,15000,25000,20000,407,"Carpenter role in Tamil Nadu.
Average salary: $20,000."
675,Not mentioned,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,8000,10500,9250,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $9,250."
676,Gateway international school,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,10000,11000,10500,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $10,500."
677,g2 detailing studio,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,12000,13000,12500,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $12,500."
678,Yazhini Enterprises,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,13000,15000,14000,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $14,000."
679,hotelaalayaa,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,12000,14000,13000,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $13,000."
680,The Restroom Company,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,8000,10000,9000,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $9,000."
681,Not mentioned,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,15000,17000,16000,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $16,000."
682,Pearl Garden Constructions Pvt Ltd,Construction/Laborer,Tamil Nadu,2024-03-16 00:00:00,Full Time,15000,16000,15500,407,"Construction/Laborer role in Tamil Nadu.
Average salary: $15,500."
683,Thondri ventures Private Limited,Construction/Laborer,Tamil Nadu,2024-03-16 00:00:00,Full Time,10000,12000,11000,407,"Construction/Laborer role in Tamil Nadu.
Average salary: $11,000."
684,isoftsolution,Construction/Laborer,Tamil Nadu,2024-03-16 00:00:00,Full Time,20000,60000,40000,407,"Construction/Laborer role in Tamil Nadu.
Average salary: $40,000."
685,Hit Trans Engineering,Construction/Laborer,Tamil Nadu,2024-03-16 00:00:00,Full Time,15000,25000,20000,407,"Construction/Laborer role in Tamil Nadu.
Average salary: $20,000."
686,Not mentioned,Construction/Laborer,Tamil Nadu,2024-03-16 00:00:00,Full Time,18000,20000,19000,407,"Construction/Laborer role in Tamil Nadu.
Average salary: $19,000."
687,Pearl Garden Constructions Pvt Ltd,Construction/Laborer,Tamil Nadu,2024-03-16 00:00:00,Full Time,15000,16000,15500,407,"Construction/Laborer role in Tamil Nadu.
Average salary: $15,500."
688,Not mentioned,Construction/Laborer,Tamil Nadu,2024-03-16 00:00:00,Full Time,30000,31000,30500,407,"Construction/Laborer role in Tamil Nadu.
Average salary: $30,500."
689,Not mentioned,Cook/Chef,Tamil Nadu,2024-03-16 00:00:00,Full Time,12000,20000,16000,407,"Cook/Chef role in Tamil Nadu.
Average salary: $16,000."
690,Not mentioned,Cook/Chef,Tamil Nadu,2024-03-16 00:00:00,Full Time,20000,30000,25000,407,"Cook/Chef role in Tamil Nadu.
Average salary: $25,000."
691,Not mentioned,Cook/Chef,Tamil Nadu,2024-03-16 00:00:00,Full Time,8000,20000,14000,407,"Cook/Chef role in Tamil Nadu.
Average salary: $14,000."
692,Not mentioned,Cook/Chef,Tamil Nadu,2024-03-16 00:00:00,Full Time,10000,30000,20000,407,"Cook/Chef role in Tamil Nadu.
Average salary: $20,000."
693,Not mentioned,Cook/Chef,Tamil Nadu,2024-03-16 00:00:00,Full Time,10000,15000,12500,407,"Cook/Chef role in Tamil Nadu.
Average salary: $12,500."
694,Not mentioned,Cook/Chef,Tamil Nadu,2024-03-16 00:00:00,Full Time,55000,90000,72500,407,"Cook/Chef role in Tamil Nadu.
Average salary: $72,500."
695,Rohar Ventures,Cook/Chef,Tamil Nadu,2024-03-16 00:00:00,Full Time,6000,10000,8000,407,"Cook/Chef role in Tamil Nadu.
Average salary: $8,000."
696,Everest Fleet Pvt.Ltd,Driver,Tamil Nadu,2024-03-16 00:00:00,Full Time,28000,30000,29000,407,"Driver role in Tamil Nadu.
Average salary: $29,000."
697,Everest Fleet Pvt.Ltd,Driver,Tamil Nadu,2024-03-16 00:00:00,Full Time,28000,30000,29000,407,"Driver role in Tamil Nadu.
Average salary: $29,000."
698,Everest Fleet Pvt.Ltd,Driver,Tamil Nadu,2024-03-16 00:00:00,Full Time,28000,30000,29000,407,"Driver role in Tamil Nadu.
Average salary: $29,000."
699,Everest Fleet Pvt.Ltd,Driver,Tamil Nadu,2024-03-16 00:00:00,Full Time,28000,30000,29000,407,"Driver role in Tamil Nadu.
Average salary: $29,000."
700,CHENNAITOURSANDTRAVELS,Driver,Tamil Nadu,2024-03-16 00:00:00,Full Time,17000,23000,20000,407,"Driver role in Tamil Nadu.
Average salary: $20,000."
701,Everest Fleet Pvt.Ltd,Driver,Tamil Nadu,2024-03-16 00:00:00,Full Time,28000,30000,29000,407,"Driver role in Tamil Nadu.
Average salary: $29,000."
702,Kovai Chairs,Carpenter,Tamil Nadu,2024-03-16 00:00:00,Full Time,9000,9500,9250,407,"Carpenter role in Tamil Nadu.
Average salary: $9,250."
703,Not mentioned,Carpenter,Tamil Nadu,2024-03-16 00:00:00,Full Time,15000,35000,25000,407,"Carpenter role in Tamil Nadu.
Average salary: $25,000."
704,Not mentioned,Carpenter,Tamil Nadu,2024-03-16 00:00:00,Full Time,1500,2000,1750,407,"Carpenter role in Tamil Nadu.
Average salary: $1,750."
705,Not mentioned,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,15000,35000,25000,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $25,000."
706,Not mentioned,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,13500,15500,14500,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $14,500."
707,Not mentioned,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,10000,12000,11000,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $11,000."
708,Not mentioned,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,12000,13500,12750,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $12,750."
709,Not mentioned,Cleaner/Washer,Tamil Nadu,2024-03-16 00:00:00,Full Time,8000,10000,9000,407,"Cleaner/Washer role in Tamil Nadu.
Average salary: $9,000."
710,Not mentioned,Construction/Laborer,Tamil Nadu,2024-03-16 00:00:00,Full Time,27858,28608,28233,407,"Construction/Laborer role in Tamil Nadu.
Average salary: $28,233."
